ID;DATE;TIME;TYPE_OF_TRANSACTION;STATUS;PRICE;ACRONYM;DESCRIPTION
2335436215045261;2024-02-28;18:57:24;Безналичная операция;Завершено успешно;25.94;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2335373120045261;2024-02-28;18:36:02;Безналичная операция;Завершено успешно;27.80;BYN;MINSKBLRAPTEKA N11
2334434472045261;2024-02-28;13:31:10;Безналичная операция;Завершено успешно;1.70;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2333755556045261;2024-02-28;09:08:07;Безналичная операция;Завершено успешно;9.00;BYN;MINSKBLRYANDEX.GO
2332230066045261;2024-02-27;17:53:16;Безналичная операция;Завершено успешно;7.53;BYN;MINSKBLRUNIVERSAM
2331423981045261;2024-02-27;13:31:03;Безналичная операция;Завершено успешно;4.99;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2330755221045261;2024-02-27;08:59:42;Безналичная операция;Завершено успешно;9.80;BYN;MINSKBLRYANDEX.GO
2329061284045261;2024-02-26;18:40:32;Безналичная операция;Завершено успешно;9.50;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2328958958045261;2024-02-26;18:05:21;Отправление средств;Завершено успешно;3.00;BYN; ONLINE  SERVIC BLR POPOLNENIE SCHETA:  99O
2327326775045261;2024-02-26;09:27:01;Безналичная операция;Завершено успешно;0.90;BYN;BLRBLR TRANSPORT  PAYBYCARD.BY
2327295769045261;2024-02-26;09:09:52;Безналичная операция;Завершено успешно;1.74;BYN;MINSKBLRKIOSK N243 BAPB
2327292004045261;2024-02-26;09:07:45;Безналичная операция;Завершено успешно;15.10;BYN;MINSKBLRYANDEX.GO
2326364832045261;2024-02-25;23:22:48;Отправление средств;Завершено успешно;10.00;BYN; ONLINE  SERVIC BLRMTS PO N TELEFONA: 292
2326080278045261;2024-02-25;20:14:32;Безналичная операция;Завершено успешно;29.48;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2326059783045261;2024-02-25;20:04:42;Безналичная операция;Завершено успешно;21.46;BYN;MINSKBLROOO NE SKA APTEKA 30
2326040800045261;2024-02-25;19:55:31;Отправление средств;Завершено успешно;100.00;BYN; ONLINE  SERVIC BLRTRANSFERS AK AM
2322774781045261;2024-02-24;16:53:28;Безналичная операция;Завершено успешно;7.43;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2319834413045261;2024-02-23;19:25:03;Безналичная операция;Завершено успешно;10.99;BYN;MINSKBLRRBO "BURGER KING"
2319693685045261;2024-02-23;18:42:51;Безналичная операция;Завершено успешно;8.90;BYN;MINSKBLRKARTOFFEL - PASTA BA
2317384821045261;2024-02-23;09:05:40;Безналичная операция;Завершено успешно;13.50;BYN;MINSKBLRYANDEX.GO
2315641440045261;2024-02-22;18:40:34;Безналичная операция;Завершено успешно;0.46;BYN;MINSKBLR SHOP PEREKRESTOK- CENTR
2315639683045261;2024-02-22;18:40:03;Безналичная операция;Завершено успешно;22.35;BYN;MINSKBLR SHOP PEREKRESTOK- CENTR
2314412984045261;2024-02-22;12:20:49;Поступление;Завершено успешно;374.00;BYN; ONLINE  SERVIC BLRCOU2#BZRPOSTUPLENIE
2313937848045261;2024-02-22;09:03:32;Безналичная операция;Завершено успешно;12.30;BYN;MINSKBLRYANDEX.GO
2312276911045261;2024-02-21;18:51:44;Безналичная операция;Завершено успешно;6.39;BYN;MINSKBLR SHOP PEREKRESTOK- CENTR
2310545096045261;2024-02-21;09:03:51;Безналичная операция;Завершено успешно;11.40;BYN;MINSKBLRYANDEX.GO
2308844241045261;2024-02-20;18:49:48;Безналичная операция;Завершено успешно;16.66;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2306913823045261;2024-02-20;08:34:58;Отправление средств;Завершено успешно;3.00;BYN; ONLINE  SERVIC BLR POPOLNENIE SCHETA:  99O
2303619947045261;2024-02-19;13:08:47;Отправление средств;Завершено успешно;15.00;BYN; ONLINE  SERVIC BLR ABONENTSKAJA PLATA:  10
2303605214045261;2024-02-19;13:04:16;Безналичная операция;Завершено успешно;7.66;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2303032672045261;2024-02-19;08:57:26;Безналичная операция;Завершено успешно;13.60;BYN;MINSKBLRYANDEX.GO
2302200595045261;2024-02-18;19:34:31;Безналичная операция;Завершено успешно;24.40;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2302141384045261;2024-02-18;19:07:44;Безналичная операция;Завершено успешно;49.21;BYN;MINSKBLR SHOP PEREKRESTOK- CENTR
2298604395045261;2024-02-17;13:37:35;Отправление средств;Завершено успешно;100.00;BYN; ONLINE  SERVIC BLRTRANSFERS AK AM
2296023980045261;2024-02-16;17:59:53;Безналичная операция;Завершено успешно;15.20;BYN;MINSKBLROOO NE SKA APTEKA 30
2295951641045261;2024-02-16;17:38:45;Безналичная операция;Завершено успешно;7.14;BYN;MINSKBLR SHOP PEREKRESTOK- CENTR
2295434257045261;2024-02-16;14:58:31;Отправление средств;Завершено успешно;18.55;BYN; ONLINE  SERVIC BLR KOMMUN.PLATEGHI AIS  RA
2288295332045261;2024-02-14;18:42:50;Безналичная операция;Завершено успешно;2.95;BYN;MINSKBLR SHOP PEREKRESTOK- CENTR
2287279160045261;2024-02-14;13:39:00;Безналичная операция;Завершено успешно;2.51;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2286503098045261;2024-02-14;08:29:32;Отправление средств;Завершено успешно;10.00;BYN; ONLINE  SERVIC BLRMTS PO N TELEFONA: 292
2284827395045261;2024-02-13;18:52:19;Безналичная операция;Завершено успешно;9.85;BYN;MINSKBLR SHOP PEREKRESTOK- CENTR
2283733694045261;2024-02-13;13:01:28;Безналичная операция;Завершено успешно;4.26;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2281274298045261;2024-02-12;18:48:12;Безналичная операция;Завершено успешно;29.48;BYN;MINSKBLRUNIVERSAM
2281229262045261;2024-02-12;18:33:27;Безналичная операция;Завершено успешно;27.24;BYN;MINSKBLRAPTEKA 12 BSB
2277981071045261;2024-02-11;18:30:20;Безналичная операция;Завершено успешно;4.78;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2277957507045261;2024-02-11;18:19:33;Безналичная операция;Завершено успешно;38.41;BYN;MINSKBLRUNIVERSAM
2277886373045261;2024-02-11;17:47:23;Безналичная операция;Завершено успешно;15.88;BYN;MINSKBLRAPTEKA 51
2277226545045261;2024-02-11;13:04:54;Отправление средств;Завершено успешно;100.00;BYN; ONLINE  SERVIC BLRTRANSFERS AK AM
2271572384045261;2024-02-09;16:45:28;Безналичная операция;Завершено успешно;19.73;BYN;MINSKBLRUNIVERSAM
2268166982045261;2024-02-08;19:06:27;Отправление средств;Завершено успешно;10.00;BYN; ONLINE  SERVIC BLR ABONENTSKAJA PLATA:  10
2268094846045261;2024-02-08;18:39:19;Безналичная операция;Завершено успешно;10.79;BYN;MINSKBLRGIPPO TRADE CENTRE
2268069416045261;2024-02-08;18:30:03;Безналичная операция;Завершено успешно;15.88;BYN;MINSKBLRAPTEKA 6
2267507938045261;2024-02-08;14:52:53;Поступление;Завершено успешно;626.47;BYN; ONLINE  SERVIC BLRCOU2#BZRPOSTUPLENIE
2267124191045261;2024-02-08;12:56:31;Безналичная операция;Завершено успешно;3.29;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2266600092045261;2024-02-08;09:01:49;Безналичная операция;Завершено успешно;0.89;BYN;MINSKBLRKIOSK N243 BAPB
2264743158045261;2024-02-07;18:36:19;Безналичная операция;Завершено успешно;6.11;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2264198958045261;2024-02-07;15:00:22;Отправление средств;Завершено успешно;6.00;BYN; ONLINE  SERVIC BLRMTS PO N TELEFONA: 292
2261835474045261;2024-02-06;18:44:15;Безналичная операция;Завершено успешно;5.29;BYN;MINSKBLRUNIVERSAM
2258550759045261;2024-02-05;18:41:53;Безналичная операция;Завершено успешно;31.26;BYN;MINSKBLRUNIVERSAM
2256998373045261;2024-02-05;08:53:36;Безналичная операция;Завершено успешно;9.30;BYN;MINSKBLRYANDEX.GO
2256164870045261;2024-02-04;21:23:43;Безналичная операция;Завершено успешно;19.17;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2253331171045261;2024-02-03;18:45:19;Безналичная операция;Завершено успешно;3.80;BYN;MINSKBLRTO N 4 / "BELVIDEOPROK
2253011832045261;2024-02-03;16:21:14;Безналичная операция;Завершено успешно;28.60;BYN;MINSKBLR PIZZERIYA "PIZZA  TEMPO
2250142236045261;2024-02-02;18:45:55;Безналичная операция;Завершено успешно;9.27;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2250118672045261;2024-02-02;18:38:02;Безналичная операция;Завершено успешно;7.39;BYN;MINSKBLRSHOP MILA
2248436321045261;2024-02-02;08:54:29;Безналичная операция;Завершено успешно;6.00;BYN;MINSKBLRYANDEX.GO
2248434302045261;2024-02-02;08:52:42;Получение средств;Завершено успешно;134.23;BYN; ONLINE  SERVIC BLRTRANSFERS AK AM
2246576608045261;2024-02-01;18:48:56;Безналичная операция;Завершено успешно;11.15;BYN;MINSKBLRSHOP "SANTA 321"
2245668132045261;2024-02-01;13:14:54;Безналичная операция;Завершено успешно;4.10;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2243481814045261;2024-01-31;18:49:51;Безналичная операция;Завершено успешно;8.26;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2243396465045261;2024-01-31;18:19:13;Безналичная операция;Завершено успешно;11.70;BYN;MINSKBLRAPTEKA 2
2241879005045261;2024-01-31;10:24:35;Отправление средств;Завершено успешно;5.00;BYN; ONLINE  SERVIC BLRMTS PO N TELEFONA: 292
2240650782045261;2024-01-30;19:48:06;Безналичная операция;Завершено успешно;25.90;BYN;MINSKBLRMINI-KAFE PIZZA LISITS
2240557772045261;2024-01-30;19:09:27;Безналичная операция;Завершено успешно;17.74;BYN;MINSKBLROOO NE SKA APTEKA 30
2240525368045261;2024-01-30;18:56:43;Безналичная операция;Завершено успешно;22.70;BYN;MINSKBLRUNIVERSAM
2240136736045261;2024-01-30;16:29:41;Поступление;Завершено успешно;0.10;BYN; ONLINE  SERVIC BLRCOU2#CGMPOSTUPLENIE
2240136655045261;2024-01-30;16:29:35;Отправление средств;Завершено успешно;0.10;BYN; ONLINE  SERVIC BLR EDINIJ  IMUSCHESTVENNIJ
2240116485045261;2024-01-30;16:21:02;Отправление средств;Завершено успешно;2.72;BYN; ONLINE  SERVIC BLR EDINIJ  IMUSCHESTVENNIJ
2239670898045261;2024-01-30;13:34:16;Безналичная операция;Завершено успешно;3.79;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2237501784045261;2024-01-29;19:56:12;Безналичная операция;Завершено успешно;432.78;BYN; MINSKBLRSTOMAT.KLINIKA BAPB
2237367225045261;2024-01-29;18:56:45;Получение средств;Завершено успешно;500.00;BYN; ONLINE  SERVIC BLRTRANSFERS AK AM
2235893459045261;2024-01-29;10:20:04;Безналичная операция;Завершено успешно;6.50;BYN;MINSKBLROOO MOLTOGUSTO
2235879440045261;2024-01-29;10:12:36;Безналичная операция;Завершено успешно;2.79;BYN;MINSKBLR SUPERMARKET "GREEN"  BA
2235757250045261;2024-01-29;09:03:15;Безналичная операция;Завершено успешно;15.60;BYN;MINSKBLRYANDEX.GO
2234730891045261;2024-01-28;20:13:13;Безналичная операция;Завершено успешно;13.83;BYN;MINSKBLRSHOP "SANTA-277" BAPB
2234704698045261;2024-01-28;19:58:42;Безналичная операция;Завершено успешно;27.35;BYN;MINSKBLRPT OOO BELLEROFON
2228967277045261;2024-01-26;18:00:09;Безналичная операция;Завершено успешно;6.90;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2227345176045261;2024-01-26;09:06:21;Безналичная операция;Завершено успешно;14.00;BYN;MINSKBLRYANDEX.GO
2225973354045261;2024-01-25;19:11:56;Безналичная операция;Завершено успешно;27.25;BYN;MINSKBLRUNIVERSAM
2223910733045261;2024-01-25;08:51:36;Безналичная операция;Завершено успешно;16.40;BYN;MINSKBLRYANDEX.GO
2223899260045261;2024-01-25;08:41:24;Отправление средств;Завершено успешно;10.00;BYN; ONLINE  SERVIC BLRMTS PO N TELEFONA: 292
2222409792045261;2024-01-24;18:42:24;Безналичная операция;Завершено успешно;15.88;BYN;MINSKBLRAPTEKA 2
2220847520045261;2024-01-24;08:41:10;Безналичная операция;Завершено успешно;11.70;BYN;MINSKBLRYANDEX.GO
2219845281045261;2024-01-23;22:30:42;Отправление средств;Завершено успешно;2.19;BYN; ONLINE  SERVIC BLR GAZOSNABGHENIE:  574615
2219680030045261;2024-01-23;20:46:43;Безналичная операция;Завершено успешно;32.85;BYN;MINSKBLRSHOP "EUROOPT PRIME"
2219628005045261;2024-01-23;20:22:24;Безналичная операция;Завершено успешно;344.78;BYN; MINSKBLRSTOMAT.KLINIKA BAPB
2219381361045261;2024-01-23;18:42:56;Получение средств;Завершено успешно;313.10;BYN; ONLINE  SERVIC BLRTRANSFERS AK AM
2218516784045261;2024-01-23;13:21:09;Безналичная операция;Завершено успешно;1.70;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2216264491045261;2024-01-22;18:57:53;Безналичная операция;Завершено успешно;42.92;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2215192995045261;2024-01-22;13:42:16;Поступление;Завершено успешно;250.00;BYN; ONLINE  SERVIC BLRCOU2#GZRPOSTUPLENIE
2213250147045261;2024-01-21;19:05:26;Безналичная операция;Завершено успешно;19.82;BYN;MINSKBLRUNIVERSAM
2211416208045261;2024-01-21;02:26:34;Безналичная операция;Завершено успешно;0.90;BYN;BLRBLR TRANSPORT  PAYBYCARD.BY
2210916651045261;2024-01-20;20:45:29;Отправление средств;Завершено успешно;29.26;BYN; ONLINE  SERVIC BLR ELEKTROENERGIJA (FIZ. L
2210806544045261;2024-01-20;19:52:05;Безналичная операция;Завершено успешно;11.20;BYN;MINSKBLRBELVILLESDEN
2210787206045261;2024-01-20;19:42:56;Безналичная операция;Завершено успешно;15.88;BYN;MINSKBLRAPTEKA 2
2205701327045261;2024-01-19;09:37:58;Банкомат;Завершено успешно;20.00;BYN;MINSKBLRPOSTTORG BR.795/795 AT
2203980690045261;2024-01-18;18:56:47;Безналичная операция;Завершено успешно;22.90;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2203869738045261;2024-01-18;18:17:40;Безналичная операция;Завершено успешно;51.05;BYN;MINSKBLR ST.METRO "TRAKTOR.Z- D"
2202961333045261;2024-01-18;13:22:42;Безналичная операция;Завершено успешно;3.00;BYN;MINSKBLR PT SHOP N16 POSTTORG  B
2202833514045261;2024-01-18;13:11:28;Безналичная операция;Завершено успешно;3.96;BYN;MINSKBLRSHOP "EVROOPT"
2201689212045261;2024-01-18;01:59:48;Отправление средств;Завершено успешно;25.16;BYN; ONLINE  SERVIC BLR ABONENTSKAJA PLATA:  10
2201680743045261;2024-01-18;01:37:58;Отправление средств;Завершено успешно;10.00;BYN; ONLINE  SERVIC BLRMTS PO N TELEFONA: 292
2199809451045261;2024-01-17;13:55:08;Безналичная операция;Завершено успешно;22.11;BYN;MINSKBLRUNIVERSAM
2194902420045261;2024-01-15;23:50:04;Безналичная операция;Завершено успешно;24.90;BYN;MINSKBLRMINI-KAFE PIZZA LISITS
2193067483045261;2024-01-15;13:52:33;Безналичная операция;Завершено успешно;2.69;BYN;MINSKBLRUNIVERSAM
2193026124045261;2024-01-15;13:42:51;Безналичная операция;Завершено успешно;20.39;BYN;MINSKBLRAPTEKA N 16
2191167080045261;2024-01-14;21:40:27;Отправление средств;Завершено успешно;38.46;BYN; ONLINE  SERVIC BLR KOMMUN.PLATEGHI AIS  RA
2191106201045261;2024-01-14;21:00:35;Безналичная операция;Завершено успешно;18.04;BYN;MINSKBLRUNIVERSAM
2188681782045261;2024-01-13;21:41:32;Безналичная операция;Завершено успешно;9.70;BYN;MINSKBLR KAFETERIY "MARCONI"  BA
2188151444045261;2024-01-13;17:30:35;Безналичная операция;Завершено успешно;30.83;BYN;MINSKBLR SHOP PEREKRESTOK- CENTR
2188056333045261;2024-01-13;16:52:58;Безналичная операция;Завершено успешно;13.00;BYN;MINSKBLR PARIKM. "GOROD  KRASOTY
2185241554045261;2024-01-12;20:02:45;Безналичная операция;Завершено успешно;20.80;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2185223223045261;2024-01-12;19:55:45;Безналичная операция;Завершено успешно;29.24;BYN;MINSKBLROOO NE SKA APTEKA 30
2180096844045261;2024-01-11;12:06:52;Безналичная операция;Завершено успешно;10.66;BYN;MINSKBLRUNIVERSAM
2180061079045261;2024-01-11;11:53:47;Безналичная операция;Завершено успешно;18.46;BYN;MINSKBLRAPTEKA N15 "LKL"
2179899001045261;2024-01-11;10:49:00;Безналичная операция;Завершено успешно;2.99;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2179868745045261;2024-01-11;10:35:53;Безналичная операция;Завершено успешно;0.70;BYN;MINSKBLRAPTEKA N 16
2175972613045261;2024-01-10;08:59:34;Безналичная операция;Завершено успешно;16.40;BYN;MINSKBLRYANDEX.GO
2174526484045261;2024-01-09;19:23:50;Безналичная операция;Завершено успешно;23.22;BYN;MINSKBLRUNIVERSAM
2174448612045261;2024-01-09;18:50:45;Безналичная операция;Завершено успешно;14.99;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2173037838045261;2024-01-09;09:01:27;Безналичная операция;Завершено успешно;0.89;BYN;MINSKBLRKIOSK N243 BAPB
2173035071045261;2024-01-09;08:59:27;Безналичная операция;Завершено успешно;14.50;BYN;MINSKBLRYANDEX.GO
2171617473045261;2024-01-08;19:26:04;Безналичная операция;Завершено успешно;20.02;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2171522214045261;2024-01-08;18:42:42;Безналичная операция;Завершено успешно;22.80;BYN;MINSKBLRTRIOMED CLUB
2171356467045261;2024-01-08;18:24:35;Безналичная операция;Завершено успешно;15.20;BYN;MINSKBLRYANDEX.GO
2170133409045261;2024-01-08;13:17:27;Поступление;Завершено успешно;437.36;BYN; ONLINE  SERVIC BLRCOU2#EZRPOSTUPLENIE
2169448747045261;2024-01-08;08:59:47;Безналичная операция;Завершено успешно;21.10;BYN;MINSKBLRYANDEX.GO
2168400914045261;2024-01-07;16:52:06;Безналичная операция;Завершено успешно;27.20;BYN;MINSKBLRAPTEKA 12 BSB
2168386604045261;2024-01-07;16:44:04;Безналичная операция;Завершено успешно;33.19;BYN;MINSKBLRUNIVERSAM
2168251743045261;2024-01-07;15:28:27;Безналичная операция;Завершено успешно;18.10;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2168054501045261;2024-01-07;13:38:06;Отправление средств;Завершено успешно;10.00;BYN; ONLINE  SERVIC BLRMTS PO N TELEFONA: 292
2164400067045261;2024-01-05;20:19:56;Безналичная операция;Завершено успешно;24.90;BYN;MINSKBLRMINI-KAFE PIZZA LISITS
2164090453045261;2024-01-05;18:14:12;Безналичная операция;Завершено успешно;4.77;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2164054389045261;2024-01-05;18:01:05;Безналичная операция;Завершено успешно;34.85;BYN;MINSKBLRWILDBERRIES.BY
2163185658045261;2024-01-05;13:13:53;Безналичная операция;Завершено успешно;12.70;BYN;MINSKBLRSHOP "EVROOPT"
2162605699045261;2024-01-05;08:53:52;Безналичная операция;Завершено успешно;1.74;BYN;MINSKBLRKIOSK N243 BAPB
2162603924045261;2024-01-05;08:51:33;Безналичная операция;Завершено успешно;15.70;BYN;MINSKBLRYANDEX.GO
2161248755045261;2024-01-04;21:31:23;Безналичная операция;Завершено успешно;5.34;BYN;MINSKBLRAPTEKA N18
2161119449045261;2024-01-04;20:12:45;Безналичная операция;Завершено успешно;9.70;BYN;MINSKBLRFIRM.SHOP N68
2161066758045261;2024-01-04;19:45:26;Безналичная операция;Завершено успешно;5.20;BYN;MINSKBLR RBO RESTORAN N40 KFC  P
2160977972045261;2024-01-04;19:03:24;Безналичная операция;Завершено успешно;12.90;BYN;MINSKBLRPANZAROTTI
2160952558045261;2024-01-04;18:51:54;Безналичная операция;Завершено успешно;1.99;BYN;MINSKBLR GIPERMARKET  LEONARDO
2160913655045261;2024-01-04;18:35:14;Внесение наличных;Завершено успешно;70.00;BYN;MINSKBLR RECATMALF HO122  POBED
2159568942045261;2024-01-04;08:57:18;Безналичная операция;Завершено успешно;1.54;BYN;MINSKBLRKIOSK N243 BAPB
2159566059045261;2024-01-04;08:53:34;Безналичная операция;Завершено успешно;14.60;BYN;MINSKBLRYANDEX.GO
2157994964045261;2024-01-03;18:57:59;Безналичная операция;Завершено успешно;10.48;BYN;MINSKBLRD-R "OSTROV CHIST.I VK
2157975832045261;2024-01-03;18:49:12;Безналичная операция;Завершено успешно;12.77;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2157964575045261;2024-01-03;18:44:05;Безналичная операция;Завершено успешно;29.24;BYN;MINSKBLROOO NE SKA APTEKA 30
2156403155045261;2024-01-03;09:33:41;Безналичная операция;Завершено успешно;61.50;BYN;MINSKBLRIN.GEN. I TSIT.NAN BEL
2155642273045261;2024-01-02;20:52:40;Безналичная операция;Завершено успешно;13.65;BYN;MINSKBLRSHOP "SANTA-321 BAPB
2155622561045261;2024-01-02;20:38:24;Банкомат;Завершено успешно;70.00;BYN;MINSKBLRBR.527/100 BR.795/795
2153351702045261;2024-01-01;15:12:49;Отправление средств;Завершено успешно;3.00;BYN; ONLINE  SERVIC BLR POPOLNENIE SCHETA:  99O
2153344888045261;2024-01-01;15:06:42;Банкомат;Завершено успешно;15.00;BYN;BARANOVICHIBLRSHOP "MARIYA" BR.802 A
2151377443045261;2023-12-31;15:13:53;Внесение наличных;Завершено успешно;420.00;BYN; BARANOVICHIBLR RECATMALF BN168  LENINA
2149157758045261;2023-12-30;19:08:16;Безналичная операция;Завершено успешно;13.51;BYN;MINSKBLR I.-SHOP"WWW.PASS.RW. BY
